method_id,method_class,total_cost_CNY,total_carbon_tCO2,max_region_peak_net_import_MW,mean_region_renewable_utilization_ratio,cost_saving_vs_fixed168_CNY,renewable_gain_vs_fixed168
current_H168_lower_bound,fixed_window_binary_MILP,-458720297.612242519855,0.000000000000,0.000000000000,0.695123459347,0.000000000000,0.000000000000
near_H144_lower_bound,fixed_window_binary_MILP,-458536545.298776268959,0.000000000000,0.000000000000,0.695048145917,-183752.313466250896,-0.000075313430
near_H192_lower_bound,fixed_window_binary_MILP,-458688188.536636233330,0.000000000000,0.000000000000,0.695105706217,-32109.075606286526,-0.000017753130
near_H168_terminal_equality,fixed_window_binary_MILP,-458658035.199125051498,0.000000000000,0.000000000000,0.694866660422,-62262.413117468357,-0.000256798925
adaptive_scarcity_boundary,adaptive_window_binary_MILP,-458779181.802735388279,0.000000000000,0.000000000000,0.695148692176,58884.190492868423,0.000025232829
