method_candidate,evaluation,scenario,window_start_h,horizon_h,region,status_candidate,solver_success_candidate,solver_mode_candidate,runtime_s_candidate,mip_gap_candidate,cost_CNY_candidate,carbon_tCO2_candidate,peak_net_import_MW_candidate,load_std_MW_candidate,renewable_utilization_ratio_candidate,curtailment_MWh_candidate,terminal_SOC_MWh_candidate,initial_SOC_MWh_candidate,grid_import_peak_margin_MW_candidate,max_charge_MW_candidate,max_discharge_MW_candidate,method_baseline,status_baseline,solver_success_baseline,solver_mode_baseline,runtime_s_baseline,mip_gap_baseline,cost_CNY_baseline,carbon_tCO2_baseline,peak_net_import_MW_baseline,load_std_MW_baseline,renewable_utilization_ratio_baseline,curtailment_MWh_baseline,terminal_SOC_MWh_baseline,initial_SOC_MWh_baseline,grid_import_peak_margin_MW_baseline,max_charge_MW_baseline,max_discharge_MW_baseline,cost_saving_CNY,carbon_reduction_tCO2,peak_reduction_MW,std_reduction_MW,renewable_utilization_gain_pp
carbon_aware_MILP,rolling_block,observed,504,168,RegionB,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0271457000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5607113706,59040.3917910009,320.0000000000,320.0000000000,520.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5607113706,59040.3917910009,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,672,168,RegionB,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0252846000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5614902422,58935.7114522498,320.0000000000,320.0000000000,520.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5614902422,58935.7114522498,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,840,168,RegionB,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0325566000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5635356630,58660.8068973003,320.0000000000,320.0000000000,520.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5635356630,58660.8068973003,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,1008,168,RegionB,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0246061000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5626322879,58782.2205000000,320.0000000000,320.0000000000,520.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5626322879,58782.2205000000,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,1176,168,RegionB,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0376284000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5643227713,58555.0195432507,320.0000000000,320.0000000000,520.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5643227713,58555.0195432507,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,1344,168,RegionB,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0242810000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5634773337,58668.6463531497,320.0000000000,320.0000000000,520.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5634773337,58668.6463531497,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,1512,168,RegionB,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0283946000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5651443426,58444.6003491001,320.0000000000,320.0000000000,520.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5651443426,58444.6003491001,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,1680,168,RegionB,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0315854000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5620383582,58862.0446522498,320.0000000000,320.0000000000,520.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5620383582,58862.0446522498,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,1848,168,RegionB,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0266443000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5601066429,59121.6671950505,320.0000000000,320.0000000000,520.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5601066429,59121.6671950505,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,2016,168,RegionB,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0288937000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5629308248,58742.0971441506,320.0000000000,320.0000000000,520.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5629308248,58742.0971441506,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,2184,168,RegionB,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0262668000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5641178403,58582.5622576492,320.0000000000,320.0000000000,520.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5641178403,58582.5622576492,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,2352,55,RegionB,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0116096000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5747927533,18508.4465473001,320.0000000000,320.0000000000,520.0000000000,90.0000000000,90.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5738970552,18547.4345473001,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0895698085
carbon_aware_MILP,rolling_block,observed,0,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0678589000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5769460541,56858.4503224016,300.0000000000,135.0000000000,510.0000000000,85.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5756259697,57035.8696772403,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1320084485
carbon_aware_MILP,rolling_block,observed,168,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0250015000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5724162272,57467.2590618398,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5724162272,57467.2590618398,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,336,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0249897000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5734932433,57322.5081013799,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5734932433,57322.5081013799,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,504,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0274869000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5718060598,57549.2655645995,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5718060598,57549.2655645995,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,672,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0296495000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5765088103,56917.2158977002,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5765088103,56917.2158977002,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,840,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0277706000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5740542072,57247.1145572403,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5740542072,57247.1145572403,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,1008,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0319564000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5728328763,57411.2614227597,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5728328763,57411.2614227597,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,1176,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0290565000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5735969076,57308.5756181602,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5735969076,57308.5756181602,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,1344,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0302970000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5734090982,57333.8171972403,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5734090982,57333.8171972403,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,1512,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0267471000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5738260143,57277.7836790801,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5738260143,57277.7836790801,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,1680,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0273906000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5716213616,57574.0890064394,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5716213616,57574.0890064394,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,1848,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0239977000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5711600166,57636.0937731007,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5711600166,57636.0937731007,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,2016,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0272221000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5699911237,57793.1929790801,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5699911237,57793.1929790801,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,2184,168,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0241691000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5705280812,57721.0258809199,300.0000000000,300.0000000000,510.0000000000,0.0000000000,0.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5705280812,57721.0258809199,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
carbon_aware_MILP,rolling_block,observed,2352,55,RegionC,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0132055000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5837839274,18117.0781800000,300.0000000000,300.0000000000,510.0000000000,85.0000000000,85.0000000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5829379903,18153.9001800000,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0845937081
carbon_aware_MILP,rolling_block,observed,0,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0966612000,0.0000000000,-10049878.8000000007,0.0000000000,-180.0000000000,0.0000000000,0.7923607796,27906.7112255749,681.5174188961,405.0000000000,510.0000000000,260.0000000000,106.4904000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9379139.6789093111,0.0000000000,-73.5096000000,29.8176160610,0.7683079619,31139.4099195734,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,670739.1210906897,0.0000000000,106.4904000000,29.8176160610,2.4052817664
carbon_aware_MILP,rolling_block,observed,168,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1297808000,0.0000000000,-10186406.9999999963,0.0000000000,-180.0000000000,0.0000000000,0.7916156946,28006.8506431609,784.5032267239,681.5174188961,510.0000000000,260.0000000000,126.1332000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9519773.2420572806,0.0000000000,-53.8668000000,30.3530176466,0.7688663339,31064.3647200000,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,666633.7579427157,0.0000000000,126.1332000000,30.3530176466,2.2749360691
carbon_aware_MILP,rolling_block,observed,336,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0980391000,0.0000000000,-10269285.3625680003,0.0000000000,-137.9448000000,3.2349580745,0.7903246995,28180.3603871823,784.5032267239,784.5032267239,510.0000000000,260.0000000000,107.1380000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9620621.3175039068,0.0000000000,-72.8620000000,28.7074115860,0.7695544613,30971.8804059727,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,648664.0450640935,0.0000000000,65.0828000000,25.4724535115,2.0770238235
carbon_aware_MILP,rolling_block,observed,504,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.2014280000,0.0000000000,-10303962.3280538619,0.0000000000,-129.9519991468,3.8497780172,0.7941316699,27668.7035681345,784.5032267239,784.5032267239,510.0000000000,260.0000000000,109.9208000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9545945.0678815041,0.0000000000,-70.0792000000,32.5254160391,0.7698974857,30925.7779208532,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,758017.2601723578,0.0000000000,59.8727991468,28.6756380218,2.4234184172
carbon_aware_MILP,rolling_block,observed,672,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1388901000,0.0000000000,-10281078.1089877076,0.0000000000,-148.3711995734,2.4329415465,0.7912685298,28053.5095951534,784.5032267239,784.5032267239,510.0000000000,260.0000000000,113.0004004266,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9644543.2164202519,0.0000000000,-66.9995995734,29.7445144038,0.7703659155,30862.8209621331,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,636534.8925674558,0.0000000000,81.3716000000,27.3115728573,2.0902614338
carbon_aware_MILP,rolling_block,observed,840,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0912234000,0.0000000000,-10201135.8440879993,0.0000000000,-177.9448000000,0.1580895070,0.7949575260,27557.7085047475,784.5032267239,784.5032267239,510.0000000000,260.0000000000,121.2564000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9394268.2245942391,0.0000000000,-58.7436000000,33.0334742544,0.7692728524,31009.7286374403,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,806867.6194937602,0.0000000000,119.2012000000,32.8753847474,2.5684673606
carbon_aware_MILP,rolling_block,observed,1008,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0924635000,0.0000000000,-10059497.2876799982,0.0000000000,-147.9360000000,2.4664178437,0.7932543094,27786.6208188307,784.5032267239,784.5032267239,510.0000000000,260.0000000000,111.0547995734,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9394600.8932066467,0.0000000000,-68.9452004266,29.1002962816,0.7714107565,30722.3943221331,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,664896.3944733515,0.0000000000,78.9907995734,26.6338784379,2.1843552852
carbon_aware_MILP,rolling_block,observed,1176,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0820285000,0.0000000000,-9903871.6386569366,0.0000000000,-131.2447995734,3.7503335923,0.7930841502,27809.4902150917,784.5032267239,784.5032267239,510.0000000000,260.0000000000,105.3076000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9299716.0488058869,0.0000000000,-74.6924000000,29.0830700621,0.7722680571,30607.1731246929,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,604155.5898510497,0.0000000000,56.5523995734,25.3327364697,2.0816093077
carbon_aware_MILP,rolling_block,observed,1344,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1071012000,0.0000000000,-9763160.8140131366,0.0000000000,-129.2663991468,3.9025155445,0.7940679242,27677.2709826308,784.5032267239,784.5032267239,510.0000000000,260.0000000000,116.8148000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9056898.4739824142,0.0000000000,-63.1852000000,31.5697895985,0.7702324584,30880.7575970136,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,706262.3400307223,0.0000000000,66.0811991468,27.6672740540,2.3835465881
carbon_aware_MILP,rolling_block,observed,1512,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.3017655000,0.0000000000,-9657587.0040595774,0.0000000000,-128.8896000000,3.9813997580,0.7944625340,27624.2354340579,784.5032267239,784.5032267239,510.0000000000,260.0000000000,119.5796000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9024764.6843982898,0.0000000000,-60.4204000000,31.9060890597,0.7721620804,30621.4164000000,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,632822.3196612876,0.0000000000,68.4692000000,27.9246893017,2.2300453616
carbon_aware_MILP,rolling_block,observed,1680,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1214484000,0.0000000000,-9625861.8422556780,0.0000000000,-170.4567991468,0.7340793685,0.7926819940,27863.5400037017,784.5032267239,784.5032267239,510.0000000000,260.0000000000,127.1059995734,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-8985728.8889272045,0.0000000000,-52.8940004266,29.1349916424,0.7706792684,30820.7063208532,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,640132.9533284735,0.0000000000,117.5627987201,28.4009122739,2.2002725574
carbon_aware_MILP,rolling_block,observed,1848,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1076274000,0.0000000000,-9628885.0625662021,0.0000000000,-134.7008000000,3.7982307203,0.7939965243,27686.8671376656,784.5032267239,784.5032267239,510.0000000000,260.0000000000,113.9476000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-8990603.7693150844,0.0000000000,-66.0524000000,29.3299454573,0.7720821720,30632.1560817065,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,638281.2932511177,0.0000000000,68.6484000000,25.5317147370,2.1914352262
carbon_aware_MILP,rolling_block,observed,2016,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1114866000,0.0000000000,-9722706.3010632042,0.0000000000,-157.9327982935,1.6974469826,0.7909573438,28095.3329932773,784.5032267239,784.5032267239,510.0000000000,260.0000000000,123.7140004266,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9046916.5705558024,0.0000000000,-56.2859995734,31.6406251969,0.7679381072,31189.1183965870,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,675789.7305074017,0.0000000000,101.6467987201,29.9431782143,2.3019236632
carbon_aware_MILP,rolling_block,observed,2184,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0797820000,0.0000000000,-9845274.0086234715,0.0000000000,-140.8503982935,3.0114544730,0.7906753404,28133.2342553332,784.5032267239,784.5032267239,510.0000000000,260.0000000000,95.8355995734,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9186945.7534608264,0.0000000000,-84.1644004266,28.5894236976,0.7688296018,31069.3015182935,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,658328.2551626451,0.0000000000,56.6859978669,25.5779692246,2.1845738564
carbon_aware_MILP,rolling_block,observed,2352,55,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0386861000,0.0000000000,-3148867.7999999998,0.0000000000,-180.0000000000,0.0000000000,0.8024656940,8598.2851216378,900.0000000000,784.5032267239,510.0000000000,260.0000000000,101.3268004266,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-2949112.2407926843,0.0000000000,-78.6731995734,27.9176487930,0.7782500515,9652.3450641069,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000,199755.5592073156,0.0000000000,101.3268004266,27.9176487930,2.4215642564
carbon_aware_MILP,rolling_block,observed,0,168,RegionE,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1109297000,0.0000000000,-10834501.6040803697,0.0000000000,-156.8500004166,5.8453869370,0.8314829139,22648.6963723095,647.8413978495,370.0000000000,370.0000000000,240.0000000000,143.1600000000,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9939873.6746822298,0.0000000000,-76.8400000000,41.0291786215,0.7969059988,27295.8337545829,370.0000000000,370.0000000000,370.0000000000,0.0000000000,0.0000000000,894627.9293981399,0.0000000000,80.0100004166,35.1837916845,3.4576915047
carbon_aware_MILP,rolling_block,observed,168,168,RegionE,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1875609000,0.0000000000,-10976681.9340208750,0.0000000000,-130.5100004166,6.8972422250,0.8308878222,22728.6766901591,647.8413978495,647.8413978495,370.0000000000,240.0000000000,139.0875016665,no_storage_renewable_first,deterministic baseline,True,baseline,0.0000000000,,-9998842.3912145197,0.0000000000,-74.7400004166,42.0849145450,0.7962945870,27378.0075049995,370.0000000000,370.0000000000,370.0000000000,0.0000000000,0.0000000000,977839.5428063553,0.0000000000,55.7700000000,35.1876723199,3.4593235229
