method,evaluation,scenario,window_start_h,horizon_h,region,status,solver_success,solver_mode,runtime_s,mip_gap,cost_CNY,carbon_tCO2,peak_net_import_MW,load_std_MW,renewable_utilization_ratio,curtailment_MWh,terminal_SOC_MWh,initial_SOC_MWh,grid_import_peak_margin_MW,max_charge_MW,max_discharge_MW
no_storage_renewable_first,rolling_block,observed,2016,168,RegionF,deterministic baseline,True,baseline,0.0000000000,,-10033026.3154135998,0.0000000000,-63.4701000000,44.0173304021,0.8019087147,26623.4687495767,382.5000000000,382.5000000000,340.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,rolling_block,observed,2184,168,RegionF,deterministic baseline,True,baseline,0.0000000000,,-10088386.7919186447,0.0000000000,-55.1135004233,46.2047010405,0.8014924797,26679.4107300000,382.5000000000,382.5000000000,340.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,rolling_block,observed,2352,55,RegionF,deterministic baseline,True,baseline,0.0000000000,,-3191494.6140081757,8.8505625719,31.5978670900,53.6642941216,0.8104352454,8251.3860108466,382.5000000000,382.5000000000,308.4021329100,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,peak_price_empirical,0,72,RegionA,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5700571406,24764.7086986501,157.5000000000,157.5000000000,550.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,peak_price_empirical,0,72,RegionB,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5657085937,25015.1850026997,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,peak_price_empirical,0,72,RegionC,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5752827802,24463.7118604600,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,peak_price_empirical,0,72,RegionD,deterministic baseline,True,baseline,0.0000000000,,-4054861.3638875270,0.0000000000,-81.0412000000,29.0736574442,0.7687377541,13320.7053638396,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,peak_price_empirical,0,72,RegionE,deterministic baseline,True,baseline,0.0000000000,,-4255828.7658369318,0.0000000000,-76.8400000000,43.2156508104,0.7973512369,11672.5687520831,370.0000000000,370.0000000000,370.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,peak_price_empirical,0,72,RegionF,deterministic baseline,True,baseline,0.0000000000,,-4454019.5964230942,0.0000000000,-55.6341995767,45.7302156661,0.8004158783,11496.0454095767,382.5000000000,382.5000000000,340.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,high_carbon_empirical,0,72,RegionA,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5700571406,24764.7086986501,157.5000000000,157.5000000000,550.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,high_carbon_empirical,0,72,RegionB,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5657085937,25015.1850026997,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,high_carbon_empirical,0,72,RegionC,deterministic baseline,True,baseline,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5752827802,24463.7118604600,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,high_carbon_empirical,0,72,RegionD,deterministic baseline,True,baseline,0.0000000000,,-4054861.3638875270,0.0000000000,-81.0412000000,29.0736574442,0.7687377541,13320.7053638396,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,high_carbon_empirical,0,72,RegionE,deterministic baseline,True,baseline,0.0000000000,,-4255828.7658369318,0.0000000000,-76.8400000000,43.2156508104,0.7973512369,11672.5687520831,370.0000000000,370.0000000000,370.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,high_carbon_empirical,0,72,RegionF,deterministic baseline,True,baseline,0.0000000000,,-4454019.5964230942,0.0000000000,-55.6341995767,45.7302156661,0.8004158783,11496.0454095767,382.5000000000,382.5000000000,340.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,renewable_low_empirical,0,72,RegionA,deterministic baseline,True,baseline,0.0000000000,,95135.0231137487,124.1920288779,39.9875004500,8.5664023849,0.6669021201,16308.4722008999,157.5000000000,157.5000000000,510.0124995500,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,renewable_low_empirical,0,72,RegionB,deterministic baseline,True,baseline,0.0000000000,,63704.7352997292,78.2421711480,32.3600004500,6.3636538173,0.6630184538,16498.6165026997,144.0000000000,144.0000000000,487.6399995500,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,renewable_low_empirical,0,72,RegionC,deterministic baseline,True,baseline,0.0000000000,,79396.0931758998,102.8852876137,36.8545000000,7.9788038249,0.6733197455,15994.2652609199,135.0000000000,135.0000000000,473.1455000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,renewable_low_empirical,0,72,RegionD,deterministic baseline,True,baseline,0.0000000000,,-3459589.7769962056,0.0000000000,-0.0127000000,63.3751265854,0.8602221781,6843.5221621331,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,renewable_low_empirical,0,72,RegionE,deterministic baseline,True,baseline,0.0000000000,,-3591853.5358592216,1.0194809000,4.1885000000,77.7825798871,0.8845515675,5652.3552529164,370.0000000000,370.0000000000,365.8115000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,renewable_low_empirical,0,72,RegionF,deterministic baseline,True,baseline,0.0000000000,,-3778809.1623656168,12.7932112718,25.3943004233,80.4652988990,0.8887684189,5445.8982095767,382.5000000000,382.5000000000,314.6056995767,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,joint_stress,0,72,RegionA,deterministic baseline,True,baseline,0.0000000000,,95135.0231137487,149.0304346534,39.9875004500,8.5664023849,0.6669021201,16308.4722008999,157.5000000000,157.5000000000,510.0124995500,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,joint_stress,0,72,RegionB,deterministic baseline,True,baseline,0.0000000000,,63704.7352997292,93.8906053776,32.3600004500,6.3636538173,0.6630184538,16498.6165026997,144.0000000000,144.0000000000,487.6399995500,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,joint_stress,0,72,RegionC,deterministic baseline,True,baseline,0.0000000000,,79396.0931758998,123.4623451364,36.8545000000,7.9788038249,0.6733197455,15994.2652609199,135.0000000000,135.0000000000,473.1455000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,joint_stress,0,72,RegionD,deterministic baseline,True,baseline,0.0000000000,,-3459589.7769962056,0.0000000000,-0.0127000000,63.3751265854,0.8602221781,6843.5221621331,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,joint_stress,0,72,RegionE,deterministic baseline,True,baseline,0.0000000000,,-3591853.5358592216,1.0194809000,4.1885000000,77.7825798871,0.8845515675,5652.3552529164,370.0000000000,370.0000000000,365.8115000000,0.0000000000,0.0000000000
no_storage_renewable_first,scenario,joint_stress,0,72,RegionF,deterministic baseline,True,baseline,0.0000000000,,-3778809.1623656168,12.7932112718,25.3943004233,80.4652988990,0.8887684189,5445.8982095767,382.5000000000,382.5000000000,314.6056995767,0.0000000000,0.0000000000
no_storage_renewable_first,rolling_aggregate,observed,0,2407,RegionA,all rolling blocks optimal,True,rolling_binary_MILP_aggregate,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5696210638,828534.5664919007,157.5000000000,157.5000000000,550.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,rolling_aggregate,observed,0,2407,RegionB,all rolling blocks optimal,True,rolling_binary_MILP_aggregate,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5632498785,840799.9140788520,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,rolling_aggregate,observed,0,2407,RegionC,all rolling blocks optimal,True,rolling_binary_MILP_aggregate,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5731458132,821748.9725967804,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,rolling_aggregate,observed,0,2407,RegionD,all rolling blocks optimal,True,rolling_binary_MILP_aggregate,0.0000000000,0.0000000000,-133039578.0708113164,0.0000000000,-52.8940004266,30.3196239751,0.7703169152,442169.3513913595,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,rolling_aggregate,observed,0,2407,RegionE,all rolling blocks optimal,True,rolling_binary_MILP_aggregate,0.0000000000,0.0000000000,-140473204.7283228636,0.0000000000,-23.3937500000,42.1426769088,0.7963118780,392125.7191562510,370.0000000000,370.0000000000,370.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,rolling_aggregate,observed,0,2407,RegionF,all rolling blocks optimal,True,rolling_binary_MILP_aggregate,0.0000000000,0.0000000000,-146307544.9401757419,8.8505625719,31.5978670900,45.7488636751,0.8022537983,380686.7617074603,382.5000000000,382.5000000000,308.4021329100,0.0000000000,0.0000000000
