method,evaluation,scenario,window_start_h,horizon_h,region,status,solver_success,solver_mode,runtime_s,mip_gap,cost_CNY,carbon_tCO2,peak_net_import_MW,load_std_MW,renewable_utilization_ratio,curtailment_MWh,terminal_SOC_MWh,initial_SOC_MWh,grid_import_peak_margin_MW,max_charge_MW,max_discharge_MW
carbon_aware_MILP,rolling_block,observed,336,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0980391000,0.0000000000,-10269285.3625680003,0.0000000000,-137.9448000000,3.2349580745,0.7903246995,28180.3603871823,784.5032267239,784.5032267239,510.0000000000,260.0000000000,107.1380000000
carbon_aware_MILP,rolling_block,observed,504,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.2014280000,0.0000000000,-10303962.3280538619,0.0000000000,-129.9519991468,3.8497780172,0.7941316699,27668.7035681345,784.5032267239,784.5032267239,510.0000000000,260.0000000000,109.9208000000
carbon_aware_MILP,rolling_block,observed,672,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1388901000,0.0000000000,-10281078.1089877076,0.0000000000,-148.3711995734,2.4329415465,0.7912685298,28053.5095951534,784.5032267239,784.5032267239,510.0000000000,260.0000000000,113.0004004266
carbon_aware_MILP,rolling_block,observed,840,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0912234000,0.0000000000,-10201135.8440879993,0.0000000000,-177.9448000000,0.1580895070,0.7949575260,27557.7085047475,784.5032267239,784.5032267239,510.0000000000,260.0000000000,121.2564000000
carbon_aware_MILP,rolling_block,observed,1008,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0924635000,0.0000000000,-10059497.2876799982,0.0000000000,-147.9360000000,2.4664178437,0.7932543094,27786.6208188307,784.5032267239,784.5032267239,510.0000000000,260.0000000000,111.0547995734
carbon_aware_MILP,rolling_block,observed,1176,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0820285000,0.0000000000,-9903871.6386569366,0.0000000000,-131.2447995734,3.7503335923,0.7930841502,27809.4902150917,784.5032267239,784.5032267239,510.0000000000,260.0000000000,105.3076000000
carbon_aware_MILP,rolling_block,observed,1344,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1071012000,0.0000000000,-9763160.8140131366,0.0000000000,-129.2663991468,3.9025155445,0.7940679242,27677.2709826308,784.5032267239,784.5032267239,510.0000000000,260.0000000000,116.8148000000
carbon_aware_MILP,rolling_block,observed,1512,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.3017655000,0.0000000000,-9657587.0040595774,0.0000000000,-128.8896000000,3.9813997580,0.7944625340,27624.2354340579,784.5032267239,784.5032267239,510.0000000000,260.0000000000,119.5796000000
carbon_aware_MILP,rolling_block,observed,1680,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1214484000,0.0000000000,-9625861.8422556780,0.0000000000,-170.4567991468,0.7340793685,0.7926819940,27863.5400037017,784.5032267239,784.5032267239,510.0000000000,260.0000000000,127.1059995734
carbon_aware_MILP,rolling_block,observed,1848,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1076274000,0.0000000000,-9628885.0625662021,0.0000000000,-134.7008000000,3.7982307203,0.7939965243,27686.8671376656,784.5032267239,784.5032267239,510.0000000000,260.0000000000,113.9476000000
carbon_aware_MILP,rolling_block,observed,2016,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1114866000,0.0000000000,-9722706.3010632042,0.0000000000,-157.9327982935,1.6974469826,0.7909573438,28095.3329932773,784.5032267239,784.5032267239,510.0000000000,260.0000000000,123.7140004266
carbon_aware_MILP,rolling_block,observed,2184,168,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0797820000,0.0000000000,-9845274.0086234715,0.0000000000,-140.8503982935,3.0114544730,0.7906753404,28133.2342553332,784.5032267239,784.5032267239,510.0000000000,260.0000000000,95.8355995734
carbon_aware_MILP,rolling_block,observed,2352,55,RegionD,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.0386861000,0.0000000000,-3148867.7999999998,0.0000000000,-180.0000000000,0.0000000000,0.8024656940,8598.2851216378,900.0000000000,784.5032267239,510.0000000000,260.0000000000,101.3268004266
carbon_aware_MILP,rolling_block,observed,0,168,RegionE,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1109297000,0.0000000000,-10834501.6040803697,0.0000000000,-156.8500004166,5.8453869370,0.8314829139,22648.6963723095,647.8413978495,370.0000000000,370.0000000000,240.0000000000,143.1600000000
carbon_aware_MILP,rolling_block,observed,168,168,RegionE,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.1875609000,0.0000000000,-10976681.9340208750,0.0000000000,-130.5100004166,6.8972422250,0.8308878222,22728.6766901591,647.8413978495,647.8413978495,370.0000000000,240.0000000000,139.0875016665
carbon_aware_MILP,rolling_block,observed,336,168,RegionE,Optimization terminated successfully. (HiGHS Status 7: Optimal),True,binary_MILP,0.2667873000,0.0000000000,-11082050.0629204474,0.0000000000,-132.9349991667,6.6971891097,0.8292383030,22950.3720789129,647.8413978495,647.8413978495,370.0000000000,240.0000000000,143.2799995834
