variant_id,policy_id,cost_weight,carbon_weight,wait_weight,latency_weight,renewable_weight,runtime_seconds,moved_task_count,moved_region_count,moved_start_count,evaluated_options,accepted_exchange_count,cost_CNY,carbon_tCO2,mean_latency_ms,renewable_utilization_ratio,mean_wait_hours,p95_wait_hours,p95_latency_ms,task_completion_rate,SLA_violation_rate,hard_audit_passed,deterministic_constraints_passed,cost_change_pct_vs_FIFO,carbon_change_pct_vs_FIFO,latency_change_pct_vs_FIFO,cost_change_pct_vs_current,carbon_change_pct_vs_current,latency_change_pct_vs_current,pareto_relation_vs_current,best_primary_improvement_pct,max_primary_worsening_pct,valid_hard_constraints,eligible_for_root_review
current,current,1.0,4.0,0.015,0.015,0.05,48.129497800000536,15985,14347,7724,805538,15985,3325853571.1277695,2838075.5957927215,9.25822,0.9992043662036217,0.71444,5.0,25.0,1.0,0.0,True,True,-1.0149373918772464,-1.929297238773453,82.6633730955754,0.0,0.0,0.0,REFERENCE_CURRENT,0.0,0.0,True,False
cost-lean,cost-lean,2.0,2.0,0.015,0.015,0.05,50.28529850000086,15431,12978,7481,811464,15431,3309042379.245792,2851519.676536654,8.8196,0.9989414751000536,0.84912,5.0,25.0,1.0,0.0,True,True,-1.5152771829614498,-1.464732289026982,74.00946244026785,-0.5054699950688746,0.47370411006184554,-4.737627751338813,NON_DOMINATED_TRADEOFF,4.737627751338813,0.47370411006184554,True,False
carbon-lean,carbon-lean,0.5,8.0,0.015,0.015,0.05,45.9878273000013,17517,15528,8752,811538,17517,3349544491.688015,2834410.8136677085,9.55204,0.999571699098269,1.1497600000000001,7.0,25.0,1.0,0.0,True,True,-0.3098410294704146,-2.0559350771029217,88.46040020045535,0.7123260255926356,-0.12912912293265855,3.173612206234022,NON_DOMINATED_TRADEOFF,0.12912912293265855,3.173612206234022,True,False
latency-guarded,latency-guarded,1.0,4.0,0.03,0.03,0.05,51.57147420000001,14056,13255,5656,801292,14056,3329189071.6541977,2837467.0230723307,8.96416,0.9991980295609248,0.41946,4.0,25.0,1.0,0.0,True,True,-0.9156652136598664,-1.9503266836756628,76.8616108245897,0.10029005953191561,-0.021443146944111202,-3.1762044971927694,NON_DOMINATED_TRADEOFF,3.1762044971927694,0.10029005953191561,True,True
