method,evaluation,scenario,window_start_h,horizon_h,region,status,solver_success,solver_mode,runtime_s,mip_gap,cost_CNY,carbon_tCO2,peak_net_import_MW,load_std_MW,renewable_utilization_ratio,curtailment_MWh,terminal_SOC_MWh,initial_SOC_MWh,grid_import_peak_margin_MW,max_charge_MW,max_discharge_MW
full_cycle_binary_MILP_audit_probe,full_cycle_probe,observed,0,2407,RegionA,optimal full-horizon binary MILP,True,full_cycle_binary_MILP_audit_probe,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.569621063810,828534.566491900710,157.500000000000,157.500000000000,550.000000000000,0.000000000000,0.000000000000
full_cycle_binary_MILP_audit_probe,full_cycle_probe,observed,0,2407,RegionB,optimal full-horizon binary MILP,True,full_cycle_binary_MILP_audit_probe,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.563249878515,840799.914078852045,144.000000000000,144.000000000000,520.000000000000,0.000000000000,0.000000000000
full_cycle_binary_MILP_audit_probe,full_cycle_probe,observed,0,2407,RegionC,optimal full-horizon binary MILP,True,full_cycle_binary_MILP_audit_probe,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.573145813169,821748.972596780397,135.000000000000,135.000000000000,510.000000000000,0.000000000000,0.000000000000
full_cycle_binary_MILP_audit_probe,full_cycle_probe,observed,0,2407,RegionD,optimal full-horizon binary MILP,True,full_cycle_binary_MILP_audit_probe,0.000000000000,0.000000000000,-142776401.319118767977,0.000000000000,-166.911200000000,0.268487956415,0.792910206362,398674.372672347352,405.000000000000,405.000000000000,510.000000000000,260.000000000000,127.105999573376
full_cycle_binary_MILP_audit_probe,full_cycle_probe,observed,0,2407,RegionE,optimal full-horizon binary MILP,True,full_cycle_binary_MILP_audit_probe,0.000000000000,0.000000000000,-154161984.517614513636,0.000000000000,-114.200000416625,2.990780842880,0.831096958654,325159.984313631663,370.000000000000,370.000000000000,370.000000000000,240.000000000002,180.442916250000
full_cycle_binary_MILP_audit_probe,full_cycle_probe,observed,0,2407,RegionF,optimal full-horizon binary MILP,True,full_cycle_binary_MILP_audit_probe,0.000000000000,0.000000000000,-162265114.948704719543,0.000000000000,-119.324200000000,2.719784429091,0.840794667929,306490.652071318647,382.500000000000,382.500000000000,340.000000000000,250.000000000000,250.000000000000
