paper_id,problem,page,width_px,height_px,ink_density,color_pixel_fraction,left_margin_ratio,right_margin_ratio,top_margin_ratio,bottom_margin_ratio
cumcm-2019-b-b057,B,15,1262,1786,0.10273890871652053,0.0,0.11885895404120443,0.11885895404120443,0.08622620380739082,0.0083986562150056
cumcm-2019-b-b057,B,16,1262,1786,0.03531449669975947,3.451618661225601e-06,0.11885895404120443,0.11885895404120443,0.09742441209406495,0.0
cumcm-2019-b-b057,B,17,1262,1786,0.03299648822455639,0.0,0.11885895404120443,0.11885895404120443,0.08622620380739082,0.0
cumcm-2019-b-b057,B,18,1262,1786,0.14697288112526713,0.0,0.11885895404120443,0.11885895404120443,0.08622620380739082,0.093505039193729
cumcm-2019-b-b057,B,19,1262,1786,0.11054794939335337,0.0,0.1196513470681458,0.11885895404120443,0.08622620380739082,0.018477043673012318
cumcm-2019-b-b057,B,20,1262,1786,0.038387423485010605,3.155765633120549e-05,0.11885895404120443,0.11885895404120443,0.08622620380739082,0.0
cumcm-2019-b-b057,B,21,1262,1786,0.04309247280864128,1.7258093306128005e-05,0.11885895404120443,0.1196513470681458,0.11310190369540873,0.0
cumcm-2019-b-b057,B,22,1262,1786,0.022619443263771712,0.0,0.11806656101426308,0.26386687797147385,0.08342665173572228,0.0005599104143337066
cumcm-2019-b-b057,B,23,1262,1786,0.026307251259101178,0.0,0.11885895404120443,0.1434231378763867,0.09126539753639418,0.0
cumcm-2019-b-b057,B,24,1262,1786,0.029278601838036246,0.0,0.11885895404120443,0.1434231378763867,0.08902575587905935,0.027995520716685332
cumcm-2019-b-b057,B,25,1262,1786,0.03298021630801062,0.00038756746681761745,0.12044374009508717,0.1434231378763867,0.09014557670772676,0.010078387458006719
cumcm-2019-b-b057,B,26,1262,1786,0.0324402845317189,0.0007751349336352349,0.12044374009508717,0.14896988906497624,0.09126539753639418,0.007278835386338186
cumcm-2019-b-b057,B,27,1262,1786,0.003292844202809223,0.0,0.14580031695721077,0.6259904912836767,0.09014557670772676,0.658454647256439
cumcm-2019-e-e038,E,1,1262,1786,0.11003119277092988,0.0,0.14817749603803487,0.14421553090332806,0.06326987681970885,0.1506159014557671
cumcm-2019-e-e038,E,2,1262,1786,0.09439782567747879,0.0,0.14817749603803487,0.14025356576862125,0.06326987681970885,0.1702127659574468
cumcm-2019-e-e038,E,3,1262,1786,0.032039896767016726,0.0022331972738129638,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.013997760358342666
cumcm-2019-e-e038,E,4,1262,1786,0.08367068796676978,0.014717208883085786,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.0005599104143337066
cumcm-2019-e-e038,E,5,1262,1786,0.05788857583255508,0.005988065288846242,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.010638297872340425
cumcm-2019-e-e038,E,6,1262,1786,0.09177755402522837,0.0,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.0011198208286674132
cumcm-2019-e-e038,E,7,1262,1786,0.060637050463651004,0.002660211811044588,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.05655095184770437
cumcm-2019-e-e038,E,8,1262,1786,0.06424842976005334,0.014529342210239079,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.006159014557670772
cumcm-2019-e-e038,E,9,1262,1786,0.029601081638670753,0.0029496546902073634,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.030795072788353865
cumcm-2019-e-e038,E,10,1262,1786,0.07234789949280929,0.013073252223582051,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.0
cumcm-2019-e-e038,E,11,1262,1786,0.06586970435406901,0.008672931518899585,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.16573348264277715
cumcm-2019-e-e038,E,12,1262,1786,0.07193518451860274,0.03874195403035649,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.09238521836506158
cumcm-2019-e-e038,E,13,1262,1786,0.09666603222628417,0.0004911160266543855,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.0
cumcm-2019-e-e038,E,14,1262,1786,0.07960813280250725,0.0,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.11534154535274356
cumcm-2019-e-e038,E,15,1262,1786,0.037093066487051005,0.0,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.007278835386338186
cumcm-2019-e-e038,E,16,1262,1786,0.03334460862096,0.0,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.003919372900335946
cumcm-2019-e-e038,E,17,1262,1786,0.01981820817599705,0.0,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.005039193729003359
cumcm-2019-e-e038,E,18,1262,1786,0.029840722591435845,0.0,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.002799552071668533
cumcm-2019-e-e038,E,19,1262,1786,0.02783829067954482,0.0,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.003919372900335946
cumcm-2019-e-e038,E,20,1262,1786,0.028575457807906574,0.0,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.0033594624860022394
cumcm-2019-e-e038,E,21,1262,1786,0.02243601438634658,0.0,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.0033594624860022394
cumcm-2019-e-e038,E,22,1262,1786,0.027124298705051297,0.0,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.0033594624860022394
cumcm-2019-e-e038,E,23,1262,1786,0.01928517963702778,0.0,0.14817749603803487,0.1473851030110935,0.06326987681970885,0.3135498320268757
cumcm-2020-a-a212,A,1,873,1235,0.11773342282681877,0.0031322719900856067,0.12142038946162657,0.12142038946162657,0.1125506072874494,0.005668016194331984
cumcm-2020-a-a212,A,2,873,1235,0.11129772771091542,0.0019898897106205467,0.12027491408934708,0.12027491408934708,0.08825910931174089,0.03967611336032389
cumcm-2020-a-a212,A,3,873,1235,0.1268260846703227,0.002867297038982249,0.12142038946162657,0.12142038946162657,0.08825910931174089,0.0024291497975708503
cumcm-2020-a-a212,A,4,873,1235,0.05849760233755334,0.000822762688639998,0.12142038946162657,0.12142038946162657,0.08825910931174089,0.0
cumcm-2020-a-a212,A,5,873,1235,0.07529412735087941,0.023617825700095782,0.12142038946162657,0.12142038946162657,0.12307692307692308,0.05991902834008097
cumcm-2020-a-a212,A,6,873,1235,0.03921113760860622,0.0006650149551037578,0.12142038946162657,0.12142038946162657,0.10121457489878542,0.0008097165991902834
cumcm-2020-a-a212,A,7,873,1235,0.06861923305732635,0.0012001200120012002,0.12142038946162657,0.12142038946162657,0.08825910931174089,0.0008097165991902834
cumcm-2020-a-a212,A,8,873,1235,0.10455478537544476,0.0025291188912705703,0.12142038946162657,0.12142038946162657,0.08825910931174089,0.0008097165991902834
cumcm-2020-a-a212,A,9,873,1235,0.04239083702184651,0.0012702301157950847,0.12142038946162657,0.12142038946162657,0.10283400809716599,0.0008097165991902834
cumcm-2020-a-a212,A,10,873,1235,0.03772542202673876,0.0008145144411348352,0.12142038946162657,0.12142038946162657,0.08825910931174089,0.0
cumcm-2020-a-a212,A,11,873,1235,0.0608514459693392,0.0014042641377539815,0.12142038946162657,0.12142038946162657,0.08825910931174089,0.022672064777327937
cumcm-2020-a-a212,A,12,873,1235,0.023217785696095384,0.00033199196208280623,0.12142038946162657,0.12371134020618557,0.10688259109311742,0.0008097165991902834
cumcm-2020-a-a212,A,13,873,1235,0.05856461934853279,0.03655313985006748,0.12142038946162657,0.12142038946162657,0.08825910931174089,0.05668016194331984
cumcm-2020-a-a212,A,14,873,1235,0.05661597087543806,0.0019981379581257095,0.1111111111111111,0.1111111111111111,0.09797570850202429,0.034817813765182185
cumcm-2020-a-a212,A,15,873,1235,0.025214892623282945,0.0004402502105880691,0.12142038946162657,0.12142038946162657,0.09959514170040486,0.16761133603238867
cumcm-2020-a-a212,A,16,873,1235,0.04156910536414466,0.0020321619790845064,0.11225658648339061,0.1111111111111111,0.10040485829959514,0.0
cumcm-2020-a-a212,A,17,873,1235,0.07972034316833745,0.0018043041417543815,0.12142038946162657,0.11912943871706758,0.08906882591093117,0.06315789473684211
cumcm-2020-a-a212,A,18,873,1235,0.02185166970305278,0.011666115065114759,0.12142038946162657,0.20962199312714777,0.08825910931174089,0.0016194331983805667
cumcm-2020-a-a212,A,19,873,1235,0.016563512021305224,0.003710680346385154,0.12142038946162657,0.15922107674684993,0.09068825910931175,0.0032388663967611335
cumcm-2020-a-a212,A,20,873,1235,0.014340609318663825,0.0029518415759101683,0.12142038946162657,0.29782359679266895,0.08987854251012145,0.0024291497975708503
cumcm-2020-a-a212,A,21,873,1235,0.01618409263606773,0.007130609968213316,0.12142038946162657,0.3436426116838488,0.08987854251012145,0.004048582995951417
cumcm-2020-a-a212,A,22,873,1235,0.01364157034260127,0.0037024320988799913,0.12142038946162657,0.24856815578465064,0.09068825910931175,0.0016194331983805667
cumcm-2020-a-a212,A,23,873,1235,0.02384568353742591,0.001665114965104758,0.12142038946162657,0.12829324169530354,0.09068825910931175,0.0032388663967611335
cumcm-2020-a-a212,A,24,873,1235,0.023286864768951122,0.000959889803413331,0.12142038946162657,0.12142038946162657,0.08987854251012145,0.0032388663967611335
cumcm-2020-a-a212,A,25,873,1235,0.014886024684942722,0.003857086739601795,0.12142038946162657,0.12829324169530354,0.09068825910931175,0.0032388663967611335
cumcm-2020-a-a212,A,26,873,1235,0.011737256199846788,0.0033611608583538764,0.12027491408934708,0.21649484536082475,0.09068825910931175,0.2793522267206478
cumcm-2020-d-d011,D,1,873,1235,0.06912546924795572,0.0012186785688878166,0.15234822451317298,0.15120274914089346,0.09635627530364373,0.0
cumcm-2020-d-d011,D,2,873,1235,0.055810735712746536,0.0016032531088160363,0.15234822451317298,0.15234822451317298,0.09554655870445344,0.013765182186234818
cumcm-2020-d-d011,D,3,873,1235,0.065474588695983,0.0017702801207955846,0.15120274914089346,0.15234822451317298,0.0931174089068826,0.13036437246963561
cumcm-2020-d-d011,D,4,873,1235,0.03610670345385054,0.0009732932056092207,0.12714776632302405,0.09163802978235967,0.09554655870445344,0.008097165991902834
cumcm-2020-d-d011,D,5,873,1235,0.04815429996607908,0.003759138800477986,0.15120274914089346,0.15234822451317298,0.0931174089068826,0.026720647773279354
cumcm-2020-d-d011,D,6,873,1235,0.03963592235512211,0.0005701601087943846,0.15120274914089346,0.15234822451317298,0.09473684210526316,0.0
cumcm-2020-d-d011,D,7,873,1235,0.038901828327162616,0.004841721285530615,0.15120274914089346,0.15234822451317298,0.09554655870445344,0.1076923076923077
cumcm-2020-d-d011,D,8,873,1235,0.030916493711226792,0.0062511405779753235,0.15234822451317298,0.15234822451317298,0.09230769230769231,0.11740890688259109
cumcm-2020-d-d011,D,9,873,1235,0.05118346886235015,0.0006299599032068156,0.10309278350515463,0.10538373424971363,0.09230769230769231,0.004048582995951417
cumcm-2020-d-d011,D,10,873,1235,0.045699415302354975,0.0008670970189802485,0.1420389461626575,0.1420389461626575,0.09392712550607288,0.0
cumcm-2020-d-d011,D,11,873,1235,0.029235913282049854,0.0005897496966191465,0.16265750286368844,0.15349369988545247,0.0931174089068826,0.06477732793522267
cumcm-2020-d-d011,D,12,873,1235,0.037984210792213244,0.0012248647545166887,0.15120274914089346,0.15234822451317298,0.09797570850202429,0.005668016194331984
cumcm-2020-d-d011,D,13,873,1235,0.0444951711666012,0.0007371871207739331,0.15120274914089346,0.15234822451317298,0.0931174089068826,0.0
cumcm-2020-d-d011,D,14,873,1235,0.03693668335905755,0.0003216816527013526,0.15234822451317298,0.15234822451317298,0.0931174089068826,0.014574898785425101
cumcm-2020-d-d011,D,15,873,1235,0.04155260886913434,0.0014393191896509238,0.15120274914089346,0.15234822451317298,0.0931174089068826,0.1360323886639676
cumcm-2020-d-d011,D,16,873,1235,0.02578711479395362,0.00019589587824761859,0.15234822451317298,0.15234822451317298,0.09959514170040486,0.12550607287449392
cumcm-2020-d-d011,D,17,873,1235,0.03985862503776151,0.002828117863332725,0.15120274914089346,0.15234822451317298,0.0874493927125506,0.009716599190283401
cumcm-2020-d-d011,D,18,873,1235,0.018771980290812586,0.00039488484930967323,0.15120274914089346,0.2004581901489118,0.0931174089068826,0.004858299595141701
cumcm-2020-d-d011,D,19,873,1235,0.02025563381080376,0.0005670670159799485,0.15120274914089346,0.21649484536082475,0.09473684210526316,0.014574898785425101
cumcm-2020-d-d011,D,20,873,1235,0.02157638444256797,0.0007835835129904743,0.15120274914089346,0.33791523482245134,0.09473684210526316,0.015384615384615385
cumcm-2020-d-d011,D,21,873,1235,0.017128516975408882,0.00024229227046415982,0.15120274914089346,0.1958762886597938,0.0931174089068826,0.013765182186234818
cumcm-2020-d-d011,D,22,873,1235,0.02258473270007413,0.000537167118773733,0.15120274914089346,0.15349369988545247,0.0931174089068826,0.016194331983805668
cumcm-2020-d-d011,D,23,873,1235,0.039356512970884716,0.0007206906257636073,0.15120274914089346,0.36884306987399773,0.0931174089068826,0.015384615384615385
cumcm-2020-d-d011,D,24,873,1235,0.017567736155058807,0.0002660059820415031,0.15120274914089346,0.36884306987399773,0.09473684210526316,0.015384615384615385
cumcm-2020-d-d011,D,25,873,1235,0.02402095879691062,0.0007897696986193465,0.15120274914089346,0.2279495990836197,0.09473684210526316,0.013765182186234818
cumcm-2020-d-d011,D,26,873,1235,0.006400640064006401,6.701701097944846e-05,0.15120274914089346,0.5521191294387171,0.0931174089068826,0.6267206477732794
cumcm-2024-a016,A,1,700,989,0.11637560192616372,0.0026260032102728733,0.12,0.11857142857142858,0.10313447927199192,0.0
