window_id,arrival_start_hour,arrival_end_hour,task_count,candidate_cost_CNY,baseline_cost_CNY,cost_change_pct,candidate_carbon_tCO2,baseline_carbon_tCO2,carbon_change_pct,candidate_mean_latency_ms,baseline_mean_latency_ms,candidate_renewable_utilization_ratio,baseline_renewable_utilization_ratio,candidate_completion_rate,candidate_SLA_violation_rate,candidate_runtime_seconds,candidate_common_audit_passed,candidate_independent_audit_passed
w0000_0024,0,24,506,39555596.40431701,40229835.93322446,-1.6759688755047186,37085.587566325434,37683.42417074011,-1.5864710215980682,9.551383399209486,5.0,0.999449176799235,1.0,1.0,0.0,0.6029065000038827,True,True
w1176_1224,1176,1224,983,72769204.05834423,73819278.9876104,-1.422494155547649,65865.21108175044,67036.46561106778,-1.7471901578354654,9.538148524923702,5.0,0.9995510690254569,1.0,1.0,0.0,2.231975100003183,True,True
w2328_2400,2328,2400,1577,105369653.38191572,106770066.05539028,-1.3116154416801251,93919.75130754279,95220.72141546114,-1.3662678549157814,9.032974001268231,5.0,0.9985283574592612,0.9998504624594113,1.0,0.0,4.446920300004422,True,True
