window_id,method,arrival_start_hour,arrival_end_hour,closeout_hour,task_count,scheduled_count,task_completion_rate,SLA_violation_rate,mean_latency_ms,cost_CNY,carbon_tCO2,renewable_utilization_ratio,peak_facility_load_MW,audit_passed,violations,policy_id,optimizer_runtime_seconds,moved_task_count,moved_region_count,moved_start_count,fallback_triggered,fallback_status,independent_audit_passed,seed
w0000_0024,rolling_shadow_price_exchange::epsilon_cost_no_carbon_regret,0,24,30,506,506,1.0,0.0,7.913043478260869,39562786.734002665,37137.7913303581,0.9999381683203403,698.52833375,True,[],epsilon_cost_no_carbon_regret,0.5784832999997889,105,105,37,False,NOT_RUN,True,20260801
w0000_0024,rolling_shadow_price_exchange::lagrangian_balanced,0,24,30,506,506,1.0,0.0,9.551383399209486,39555596.40431701,37085.587566325434,0.999449176799235,699.15333375,True,[],lagrangian_balanced,0.6029065000038827,174,163,66,False,NOT_RUN,True,20260801
w0000_0024,rolling_shadow_price_exchange::lagrangian_carbon_priority,0,24,30,506,506,1.0,0.0,22.444664031620555,39138099.32880331,36629.81902191279,0.9999287859979047,699.34583375,True,[],lagrangian_carbon_priority,0.6604318999961833,239,220,119,False,NOT_RUN,True,20260801
w1176_1224,rolling_shadow_price_exchange::epsilon_cost_no_carbon_regret,1176,1224,1230,983,983,1.0,0.0,7.575788402848423,72725047.97806838,66133.98855523874,0.999443924398515,699.7675000000002,True,[],epsilon_cost_no_carbon_regret,2.127476099994965,184,172,72,False,NOT_RUN,True,20260801
w1176_1224,rolling_shadow_price_exchange::lagrangian_balanced,1176,1224,1230,983,983,1.0,0.0,9.538148524923702,72769204.05834423,65865.21108175044,0.9995510690254569,699.6425,True,[],lagrangian_balanced,2.231975100003183,349,307,164,False,NOT_RUN,True,20260801
w1176_1224,rolling_shadow_price_exchange::lagrangian_carbon_priority,1176,1224,1230,983,983,1.0,0.0,21.39674465920651,72529259.78357872,65457.653012746465,0.9997850404698527,725.1276799999999,True,[],lagrangian_carbon_priority,2.1334358000021894,476,419,237,False,NOT_RUN,True,20260801
w2328_2400,rolling_shadow_price_exchange::epsilon_cost_no_carbon_regret,2328,2400,2406,1577,1577,1.0,0.0,7.117945466074826,105417424.32943943,94273.90106576616,0.9987334141130716,698.02041625,True,[],epsilon_cost_no_carbon_regret,4.316639199998463,272,242,105,False,NOT_RUN,True,20260801
w2328_2400,rolling_shadow_price_exchange::lagrangian_balanced,2328,2400,2406,1577,1577,1.0,0.0,9.032974001268231,105369653.38191572,93919.75130754279,0.9985283574592612,698.8041662500001,True,[],lagrangian_balanced,4.446920300004422,512,445,212,False,NOT_RUN,True,20260801
w2328_2400,rolling_shadow_price_exchange::lagrangian_carbon_priority,2328,2400,2406,1577,1577,1.0,0.0,20.984781230183895,104751250.18442762,92928.53525041562,0.9988720614942546,715.6010662400001,True,[],lagrangian_carbon_priority,4.908063599999878,712,628,355,False,NOT_RUN,True,20260801
