policy_id,cost_CNY,carbon_tCO2,mean_latency_ms,renewable_utilization_ratio,task_completion_rate,SLA_violation_rate,runtime_seconds,feasible_all_windows,cost_change_pct_vs_FIFO,carbon_change_pct_vs_FIFO,latency_change_ms_vs_FIFO,selection_utility,pareto_nondominated
epsilon_cost_no_carbon_regret,217705259.04151046,197545.680951363,7.395955642530985,0.9991600407404261,1.0,0.0,7.022598599993216,True,-1.4101682294754725,-1.1978208086715791,2.3959556425309847,0.8931946864233589,True
lagrangian_balanced,217694453.84457695,196870.54995561866,9.280495759947815,0.9990082204910933,1.0,0.0,7.281801900011487,True,-1.415061462430034,-1.5354865743714918,4.280495759947815,0.8929095310076917,True
lagrangian_carbon_priority,216418609.29680964,195016.00728507485,21.357795172863668,0.9993391720395448,1.0,0.0,7.70193129999825,True,-1.99283941728291,-2.4630333391025605,16.357795172863668,0.8941871027115079,True
