method,horizon_h,region,status,solver_success,runtime_s,mip_gap,cost_CNY,carbon_tCO2,peak_net_import_MW,load_std_MW,renewable_utilization_ratio,curtailment_MWh,terminal_SOC_MWh,initial_SOC_MWh,grid_import_peak_margin_MW,max_charge_MW,max_discharge_MW
no_storage_renewable_first,24,RegionA,deterministic baseline,True,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5718789844,8219.9235000000,157.5000000000,157.5000000000,550.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,24,RegionB,deterministic baseline,True,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5697645469,8260.5207000000,144.0000000000,144.0000000000,520.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,24,RegionC,deterministic baseline,True,0.0000000000,,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5731401615,8195.7089000000,135.0000000000,135.0000000000,510.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,24,RegionD,deterministic baseline,True,0.0000000000,,-1358909.3148399999,0.0000000000,-96.8492000000,26.6777544562,0.7674121823,4465.6861000000,405.0000000000,405.0000000000,510.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,24,RegionE,deterministic baseline,True,0.0000000000,,-1417510.2676500003,0.0000000000,-90.6325000000,43.8867285502,0.8013235000,3814.5888000000,370.0000000000,370.0000000000,370.0000000000,0.0000000000,0.0000000000
no_storage_renewable_first,24,RegionF,deterministic baseline,True,0.0000000000,,-1486195.8313020000,0.0000000000,-61.4381000000,44.0628010519,0.8019503958,3802.5524000000,382.5000000000,382.5000000000,340.0000000000,0.0000000000,0.0000000000
